geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
Toscana|628|13/11/2021|294204||7328|.040955633||293|2.8070176|7263|279613|4891304|.18212309
aslCENTRO|628|13/11/2021|136435||3693|.08130081|||||||
aslNO|628|13/11/2021|101578||2397|0|||||||
aslSE|628|13/11/2021|55636||1143|0|||||||
AR|629|14/11/2021|26501|78.66832733154297|563|0|2.1244481||||||
FI|629|14/11/2021|81648|82.80722045898438|2370|.084459461|2.9027042||||||
GR|629|14/11/2021|11851|54.22855377197266|217|0|1.8310691||||||
LI|629|14/11/2021|21798|66.13671875|428|.23419204|1.9634829||||||
LU|629|14/11/2021|29941|78.65218353271484|695|0|2.3212318||||||
MS|629|14/11/2021|15387|81.05204010009766|541|0|3.515955||||||
PI|629|14/11/2021|34566|83.00654602050781|734|0|2.1234739||||||
PO|629|14/11/2021|27036|105.5899887084961|649|0|2.4005029||||||
PT|629|14/11/2021|27923|96.01504516601563|676|0|2.4209433||||||
SI|629|14/11/2021|17431|66.14527893066406|363|0|2.0824966||||||
Toscana|629|14/11/2021|294637||7331|.040938865||293|0|7579|279727|4900669|.19146223
aslCENTRO|629|14/11/2021|136607||3695|.054156512|||||||
aslNO|629|14/11/2021|101692||2398|.041718815|||||||
aslSE|629|14/11/2021|55783||1143|0|||||||
AR|630|15/11/2021|26526|78.74253845214844|563|0|2.1224458||||||
FI|630|15/11/2021|81698|82.85792541503906|2370|0|2.9009278||||||
GR|630|15/11/2021|11875|54.33837509155273|217|0|1.8273684||||||
LI|630|15/11/2021|21824|66.21559906005859|428|0|1.9611437||||||
LU|630|15/11/2021|29966|78.71785736083984|696|.1438849|2.3226323||||||
MS|630|15/11/2021|15405|81.14685821533203|541|0|3.5118468||||||
PI|630|15/11/2021|34592|83.06897735595703|734|0|2.1218779||||||
PO|630|15/11/2021|27056|105.668098449707|649|0|2.3987286||||||
PT|630|15/11/2021|27946|96.09413146972656|678|.295858|2.4261074||||||
SI|630|15/11/2021|17485|66.35018920898438|364|.27548209|2.0817845||||||
Toscana|630|15/11/2021|294928||7335|.054562815||297|1.3651878|7427|280166|4906578|.12057538
aslCENTRO|630|15/11/2021|136700||3697|.054127198|||||||
aslNO|630|15/11/2021|101787||2399|.041701417|||||||
aslSE|630|15/11/2021|55886||1144|.087489061|||||||
AR|631|16/11/2021|26537|78.77519226074219|564|.17761989|2.1253345||||||
FI|631|16/11/2021|81805|82.96644592285156|2374|.16877638|2.9020231||||||
GR|631|16/11/2021|11905|54.47565078735352|220|1.3824885|1.8479631||||||
LI|631|16/11/2021|21854|66.30662536621094|428|0|1.9584515||||||
LU|631|16/11/2021|29988|78.77565002441406|696|0|2.3209283||||||
MS|631|16/11/2021|15411|81.17845916748047|541|0|3.5104795||||||
PI|631|16/11/2021|34646|83.19865417480469|734|0|2.1185708||||||
PO|631|16/11/2021|27068|105.7149658203125|649|0|2.397665||||||
PT|631|16/11/2021|27962|96.14915466308594|679|.14749263|2.4282956||||||
SI|631|16/11/2021|17502|66.41469573974609|364|0|2.0797622||||||
Toscana|631|16/11/2021|295233||7344|.12269939||301|1.3468014|7467|280422|4915379|.17937145
aslCENTRO|631|16/11/2021|136835||3702|.13524479|||||||
aslNO|631|16/11/2021|101899||2399|0|||||||
aslSE|631|16/11/2021|55944||1148|.34965035|||||||
AR|632|17/11/2021|26568|78.86721801757813|565|.17730497|2.1266184||||||
FI|632|17/11/2021|81899|83.06178283691406|2376|.084245995|2.9011343||||||
GR|632|17/11/2021|11944|54.65410995483398|221|.45454547|1.8503014||||||
LI|632|17/11/2021|21882|66.39157867431641|428|0|1.9559455||||||
LU|632|17/11/2021|30028|78.88072967529297|697|.14367816|2.321167||||||
MS|632|17/11/2021|15429|81.27327728271484|541|0|3.5063841||||||
PI|632|17/11/2021|34679|83.27790069580078|734|0|2.1165547||||||
PO|632|17/11/2021|27086|105.7852630615234|650|.15408321|2.3997638||||||
PT|632|17/11/2021|27993|96.25574493408203|684|.736377|2.4434681||||||
SI|632|17/11/2021|17542|66.56649017333984|364|0|2.0750198||||||
Toscana|632|17/11/2021|295605||7355|.14978214||305|1.3289037|7469|280781|4925553|.20698301
aslCENTRO|632|17/11/2021|136978||3710|.21609941|||||||
aslNO|632|17/11/2021|102018||2400|.041684035|||||||
aslSE|632|17/11/2021|56054||1150|.17421603|||||||
AR|633|18/11/2021|26579|78.89987182617188|565|0|2.1257384||||||
FI|633|18/11/2021|81981|83.14494323730469|2378|.084175088|2.9006722||||||
GR|633|18/11/2021|11979|54.81426620483398|221|0|1.8448952||||||
LI|633|18/11/2021|21917|66.49777221679688|428|0|1.952822||||||
LU|633|18/11/2021|30047|78.93064117431641|698|.14347202|2.3230274||||||
MS|633|18/11/2021|15454|81.40496826171875|543|.36968577|3.5136535||||||
PI|633|18/11/2021|34715|83.36434936523438|735|.13623978|2.1172404||||||
PO|633|18/11/2021|27107|105.8672790527344|650|0|2.3979046||||||
PT|633|18/11/2021|28031|96.38641357421875|684|0|2.4401555||||||
SI|633|18/11/2021|17581|66.7144775390625|364|0|2.0704169||||||
Toscana|633|18/11/2021|295946||7361|.081577159||309|1.3114754|7545|281040|4934663|.18495385
aslCENTRO|633|18/11/2021|137119||3712|.053908356|||||||
aslNO|633|18/11/2021|102133||2404|.16666667|||||||
aslSE|633|18/11/2021|56139||1150|0|||||||
AR|634|19/11/2021|26610|78.99189758300781|565|0|2.1232619||||||
FI|634|19/11/2021|82078|83.24332427978516|2379|.042052146|2.8984625||||||
GR|634|19/11/2021|12030|55.04763412475586|221|0|1.8370739||||||
LI|634|19/11/2021|21977|66.67981719970703|428|0|1.9474906||||||
LU|634|19/11/2021|30104|79.08037567138672|698|0|2.3186288||||||
MS|634|19/11/2021|15484|81.56299591064453|545|.36832413|3.5197623||||||
PI|634|19/11/2021|34787|83.53725433349609|735|0|2.1128583||||||
PO|634|19/11/2021|27145|106.0156936645508|650|0|2.3945477||||||
PT|634|19/11/2021|28057|96.47581481933594|684|0|2.4378943||||||
SI|634|19/11/2021|17637|66.92697906494141|364|0|2.063843||||||
Toscana|634|19/11/2021|296464||7364|.040755332||301|-2.5889966|7746|281354|4944854|.20651866
aslCENTRO|634|19/11/2021|137280||3713|.026939655|||||||
aslNO|634|19/11/2021|102352||2406|.083194673|||||||
aslSE|634|19/11/2021|56277||1150|0|||||||
AR|635|20/11/2021|26625|79.03642272949219|565|0|2.1220658||||||
FI|635|20/11/2021|82173|83.33966827392578|2380|.04203447|2.8963284||||||
GR|635|20/11/2021|12096|55.34963989257813|221|0|1.8270502||||||
LI|635|20/11/2021|22016|66.79814147949219|428|0|1.9440407||||||
LU|635|20/11/2021|30121|79.12503051757813|698|0|2.3173201||||||
MS|635|20/11/2021|15517|81.73682403564453|545|0|3.5122769||||||
PI|635|20/11/2021|34830|83.64051055908203|735|0|2.1102498||||||
PO|635|20/11/2021|27168|106.1055221557617|650|0|2.3925207||||||
PT|635|20/11/2021|28092|96.59616088867188|684|0|2.4348569||||||
SI|635|20/11/2021|17694|67.14328002929688|364|0|2.0571945||||||
Toscana|635|20/11/2021|296887||7365|.013579576||297|-1.3289037|7847|281675|4953857|.18206806
aslCENTRO|635|20/11/2021|137433||3714|.0269324|||||||
aslNO|635|20/11/2021|102484||2406|0|||||||
aslSE|635|20/11/2021|56415||1150|0|||||||
AR|636|21/11/2021|26643|79.08985900878906|565|0|2.1206322||||||
FI|636|21/11/2021|82294|83.46238708496094|2380|0|2.8920698||||||
GR|636|21/11/2021|12173|55.70198440551758|221|0|1.8154933||||||
LI|636|21/11/2021|22061|66.93467712402344|428|0|1.9400753||||||
LU|636|21/11/2021|30168|79.24849700927734|699|.14326647|2.3170247||||||
MS|636|21/11/2021|15543|81.873779296875|545|0|3.5064015||||||
PI|636|21/11/2021|34883|83.76778411865234|735|0|2.1070435||||||
PO|636|21/11/2021|27190|106.1914443969727|652|.30769232|2.3979404||||||
PT|636|21/11/2021|28133|96.73714447021484|684|0|2.4313085||||||
SI|636|21/11/2021|17765|67.41270446777344|364|0|2.0489726||||||
Toscana|636|21/11/2021|297408||7368|.040733196||292|-1.6835017|8180|281860|4963473|.19411138
aslCENTRO|636|21/11/2021|137617||3716|.053850297|||||||
aslNO|636|21/11/2021|102655||2407|.041562758|||||||
aslSE|636|21/11/2021|56581||1150|0|||||||
AR|637|22/11/2021|26659|79.13735198974609|565|0|2.1193593||||||
FI|637|22/11/2021|82346|83.51512908935547|2382|.084033616|2.8926723||||||
GR|637|22/11/2021|12189|55.77519607543945|221|0|1.8131102||||||
LI|637|22/11/2021|22088|67.01659393310547|428|0|1.9377037||||||
LU|637|22/11/2021|30200|79.33255767822266|699|0|2.3145695||||||
MS|637|22/11/2021|15560|81.96332550048828|546|.18348624|3.5089974||||||
PI|637|22/11/2021|34923|83.86383819580078|736|.13605443|2.1074936||||||
PO|637|22/11/2021|27207|106.2578353881836|653|.15337424|2.4001176||||||
PT|637|22/11/2021|28193|96.94345855712891|685|.14619882|2.4296811||||||
SI|637|22/11/2021|17796|67.53034210205078|364|0|2.0454035||||||
Toscana|637|22/11/2021|297716||7375|.09500543||299|2.3972602|8125|282216|4968788|.10708228
aslCENTRO|637|22/11/2021|137746||3720|.10764263|||||||
aslNO|637|22/11/2021|102771||2409|.083090983|||||||
aslSE|637|22/11/2021|56644||1150|0|||||||
AR|638|23/11/2021|26687|79.22047424316406|565|0|2.1171358||||||
FI|638|23/11/2021|82420|83.59017944335938|2382|0|2.8900752||||||
GR|638|23/11/2021|12227|55.94908142089844|222|.45248869|1.8156539||||||
LI|638|23/11/2021|22132|67.15009307861328|428|0|1.9338515||||||
LU|638|23/11/2021|30228|79.40611267089844|699|0|2.3124256||||||
MS|638|23/11/2021|15572|82.02653503417969|546|0|3.5062933||||||
PI|638|23/11/2021|34952|83.93347930908203|738|.27173913|2.1114671||||||
PO|638|23/11/2021|27231|106.3515701293945|653|0|2.3980024||||||
PT|638|23/11/2021|28239|97.10163116455078|685|0|2.4257233||||||
SI|638|23/11/2021|17843|67.70868682861328|365|.27472529|2.0456202||||||
Toscana|638|23/11/2021|298086||7379|.054237287||303|1.3377926|8184|282523|4977415|.17362383
aslCENTRO|638|23/11/2021|137890||3720|0|||||||
aslNO|638|23/11/2021|102884||2411|.083021998|||||||
aslSE|638|23/11/2021|56757||1152|.17391305|||||||
AR|639|24/11/2021|26716|79.30655670166016|566|.17699115|2.1185806||||||
FI|639|24/11/2021|82494|83.66522979736328|2382|0|2.8874826||||||
GR|639|24/11/2021|12270|56.14584350585938|222|0|1.809291||||||
LI|639|24/11/2021|22158|67.22898101806641|428|0|1.9315823||||||
LU|639|24/11/2021|30259|79.48754119873047|699|0|2.3100564||||||
MS|639|24/11/2021|15601|82.17929840087891|546|0|3.4997756||||||
PI|639|24/11/2021|34996|84.03914642333984|739|.13550135|2.11167||||||
PO|639|24/11/2021|27246|106.4101486206055|653|0|2.396682||||||
PT|639|24/11/2021|28299|97.30794525146484|686|.14598539|2.424114||||||
SI|639|24/11/2021|17883|67.8604736328125|366|.2739726|2.0466366||||||
Toscana|639|24/11/2021|298477||7383|.054207888||300|-.99009901|8100|282994|4986320|.17890812
aslCENTRO|639|24/11/2021|138039||3721|.026881721|||||||
aslNO|639|24/11/2021|103014||2412|.041476566|||||||
aslSE|639|24/11/2021|56869||1154|.1736111|||||||
AR|640|25/11/2021|26767|79.45795440673828|566|0|2.1145439||||||
FI|640|25/11/2021|82665|83.83865356445313|2382|0|2.8815098||||||
GR|640|25/11/2021|12326|56.40209197998047|222|0|1.8010709||||||
LI|640|25/11/2021|22212|67.392822265625|428|0|1.9268863||||||
LU|640|25/11/2021|30294|79.57948303222656|699|0|2.3073876||||||
MS|640|25/11/2021|15633|82.34786224365234|546|0|3.4926119||||||
PI|640|25/11/2021|35057|84.18563079833984|739|0|2.1079955||||||
PO|640|25/11/2021|27282|106.5507507324219|653|0|2.3935196||||||
PT|640|25/11/2021|28354|97.4970703125|687|.14577259|2.4229386||||||
SI|640|25/11/2021|17942|68.08436584472656|367|.27322406|2.0454798||||||
Toscana|640|25/11/2021|299087||7385|.027089259||301|.33333334|8321|283381|4996763|.209433
aslCENTRO|640|25/11/2021|138301||3722|.026874496|||||||
aslNO|640|25/11/2021|103196||2412|0|||||||
aslSE|640|25/11/2021|57035||1155|.08665511|||||||
AR|641|26/11/2021|26800|79.555908203125|566|0|2.1119404||||||
FI|641|26/11/2021|82771|83.94615936279297|2382|0|2.8778195||||||
GR|641|26/11/2021|12359|56.55309295654297|222|0|1.7962618||||||
LI|641|26/11/2021|22268|67.56272888183594|429|.23364486|1.9265313||||||
LU|641|26/11/2021|30345|79.71345520019531|699|0|2.3035097||||||
MS|641|26/11/2021|15672|82.55329132080078|546|0|3.4839203||||||
PI|641|26/11/2021|35111|84.31529998779297|741|.27063599|2.1104498||||||
PO|641|26/11/2021|27314|106.6757278442383|653|0|2.3907154||||||
PT|641|26/11/2021|28396|97.64148712158203|687|0|2.4193549||||||
SI|641|26/11/2021|17984|68.24374389648438|367|0|2.0407028||||||
Toscana|641|26/11/2021|299575||7388|.040622883||297|-1.3289037|8400|283787|5006298|.19082354
aslCENTRO|641|26/11/2021|138481||3722|0|||||||
aslNO|641|26/11/2021|103396||2415|.12437811|||||||
aslSE|641|26/11/2021|57143||1155|0|||||||
AR|642|27/11/2021|26846|79.69246673583984|566|0|2.1083214||||||
FI|642|27/11/2021|82873|84.04961395263672|2387|.20990764|2.8803108||||||
GR|642|27/11/2021|12438|56.91458511352539|222|0|1.7848529||||||
LI|642|27/11/2021|22308|67.68408966064453|429|0|1.9230769||||||
LU|642|27/11/2021|30376|79.79489135742188|700|.14306152|2.304451||||||
MS|642|27/11/2021|15696|82.67971801757813|546|0|3.4785933||||||
PI|642|27/11/2021|35161|84.43537139892578|743|.26990554|2.1131368||||||
PO|642|27/11/2021|27332|106.7460250854492|655|.30627871|2.3964584||||||
PT|642|27/11/2021|28447|97.81685638427734|687|0|2.4150174||||||
SI|642|27/11/2021|18020|68.38034820556641|367|0|2.0366259||||||
Toscana|642|27/11/2021|300052||7398|.13535462||294|-1.010101|8684|283970|5015494|.18368863
aslCENTRO|642|27/11/2021|138652||3729|.18807092|||||||
aslNO|642|27/11/2021|103541||2418|.1242236|||||||
aslSE|642|27/11/2021|57304||1155|0|||||||
AR|643|28/11/2021|26892|79.82901763916016|566|0|2.1047151||||||
FI|643|28/11/2021|82982|84.16015625|2387|0|2.8765275||||||
GR|643|28/11/2021|12492|57.16168212890625|222|0|1.7771374||||||
LI|643|28/11/2021|22371|67.87523651123047|429|0|1.9176613||||||
LU|643|28/11/2021|30425|79.92360687255859|700|0|2.3007395||||||
MS|643|28/11/2021|15752|82.97470092773438|546|0|3.4662266||||||
PI|643|28/11/2021|35250|84.64909362792969|743|0|2.1078014||||||
PO|643|28/11/2021|27347|106.8046112060547|655|0|2.395144||||||
PT|643|28/11/2021|28501|98.00254058837891|687|0|2.4104416||||||
SI|643|28/11/2021|18080|68.6080322265625|368|.27247956|2.0353982||||||
Toscana|643|28/11/2021|300647||7399|.013517166||295|.34013605|9103|284145|5024544|.18044084
aslCENTRO|643|28/11/2021|138830||3729|0|||||||
aslNO|643|28/11/2021|103798||2418|0|||||||
aslSE|643|28/11/2021|57464||1156|.08658009|||||||
AR|644|29/11/2021|26939|79.96853637695313|566|0|2.101043||||||
FI|644|29/11/2021|83011|84.18956756591797|2387|0|2.8755226||||||
GR|644|29/11/2021|12531|57.34014129638672|222|0|1.7716064||||||
LI|644|29/11/2021|22424|68.03604125976563|429|0|1.9131287||||||
LU|644|29/11/2021|30456|80.00504302978516|700|0|2.2983978||||||
MS|644|29/11/2021|15788|83.16432952880859|546|0|3.4583228||||||
PI|644|29/11/2021|35277|84.71393585205078|743|0|2.1061881||||||
PO|644|29/11/2021|27356|106.8397598266602|655|0|2.394356||||||
PT|644|29/11/2021|28534|98.11601257324219|687|0|2.407654||||||
SI|644|29/11/2021|18104|68.69910430908203|368|0|2.0327001||||||
Toscana|644|29/11/2021|300975||7399|0||311|5.4237289|8829|284747|5029276|.094177701
aslCENTRO|644|29/11/2021|138901||3729|0|||||||
aslNO|644|29/11/2021|103945||2418|0|||||||
aslSE|644|29/11/2021|57574||1156|0|||||||
AR|645|30/11/2021|26976|80.078369140625|566|0|2.0981612||||||
FI|645|30/11/2021|83193|84.37415313720703|2388|.04189359|2.8704338||||||
GR|645|30/11/2021|12556|57.45454025268555|223|.45045045|1.7760433||||||
LI|645|30/11/2021|22463|68.15437316894531|429|0|1.9098072||||||
LU|645|30/11/2021|30488|80.08910369873047|700|0|2.2959852||||||
MS|645|30/11/2021|15803|83.24334716796875|546|0|3.4550402||||||
PI|645|30/11/2021|35342|84.87002563476563|743|0|2.1023145||||||
PO|645|30/11/2021|27429|107.1248626708984|655|0|2.3879836||||||
PT|645|30/11/2021|28574|98.25355529785156|687|0|2.4042835||||||
SI|645|30/11/2021|18117|68.74843597412109|369|.27173913|2.036761||||||
Toscana|645|30/11/2021|301496||7402|.040546019||317|1.9292605|9033|285061|5038753|.18843667
aslCENTRO|645|30/11/2021|139196||3730|.026816841|||||||
aslNO|645|30/11/2021|104096||2418|0|||||||
aslSE|645|30/11/2021|57649||1158|.17301038|||||||
AR|646|01/12/2021|27054|80.30991363525391|566|0|2.0921121||||||
FI|646|01/12/2021|83330|84.51309967041016|2390|.083752096|2.8681147||||||
GR|646|01/12/2021|12602|57.6650276184082|223|0|1.7695603||||||
LI|646|01/12/2021|22512|68.30303955078125|429|0|1.9056504||||||
LU|646|01/12/2021|30528|80.19418334960938|700|0|2.2929769||||||
MS|646|01/12/2021|15845|83.46458435058594|547|.18315019|3.452193||||||
PI|646|01/12/2021|35373|84.94446563720703|745|.26917902|2.1061261||||||
PO|646|01/12/2021|27462|107.2537460327148|655|0|2.385114||||||
PT|646|01/12/2021|28629|98.44267272949219|688|.14556041|2.4031577||||||
SI|646|01/12/2021|18165|68.93058013916016|370|.27100271|2.0368841||||||
Toscana|646|01/12/2021|302055||7409|.094569035||307|-3.1545742|9185|285461|5049289|.20909935
aslCENTRO|646|01/12/2021|139421||3733|.080428958|||||||
aslNO|646|01/12/2021|104258||2421|.12406948|||||||
aslSE|646|01/12/2021|57821||1159|.086355783|||||||
AR|647|02/12/2021|27099|80.44349670410156|566|0|2.0886381||||||
FI|647|02/12/2021|83464|84.64900207519531|2391|.041841004|2.8647082||||||
GR|647|02/12/2021|12674|57.99449157714844|223|0|1.7595077||||||
LI|647|02/12/2021|22572|68.48508453369141|429|0|1.9005848||||||
LU|647|02/12/2021|30590|80.35704803466797|702|.2857143|2.2948675||||||
MS|647|02/12/2021|15878|83.63841247558594|547|0|3.4450183||||||
PI|647|02/12/2021|35441|85.10776519775391|745|0|2.1020851||||||
PO|647|02/12/2021|27499|107.3982543945313|655|0|2.3819048||||||
PT|647|02/12/2021|28703|98.69712829589844|689|.14534883|2.4004459||||||
SI|647|02/12/2021|18195|69.04441833496094|371|.27027026|2.0390217||||||
Toscana|647|02/12/2021|302670||7415|.080982588||298|-2.931596|9410|285845|5060152|.2151392
aslCENTRO|647|02/12/2021|139666||3735|.053576212|||||||
aslNO|647|02/12/2021|104481||2423|.082610488|||||||
aslSE|647|02/12/2021|57968||1160|.086281277|||||||
AR|648|03/12/2021|27169|80.65129089355469|566|0|2.0832567||||||
FI|648|03/12/2021|83601|84.78794860839844|2391|0|2.8600137||||||
GR|648|03/12/2021|12740|58.2964973449707|223|0|1.7503924||||||
LI|648|03/12/2021|22647|68.712646484375|429|0|1.8942907||||||
LU|648|03/12/2021|30662|80.54618835449219|703|.14245014|2.2927401||||||
MS|648|03/12/2021|15945|83.99134063720703|547|0|3.4305425||||||
PI|648|03/12/2021|35499|85.24703979492188|746|.13422818|2.1014676||||||
PO|648|03/12/2021|27559|107.6325836181641|655|0|2.376719||||||
PT|648|03/12/2021|28764|98.90688323974609|689|0|2.3953552||||||
SI|648|03/12/2021|18238|69.20759582519531|372|.26954177|2.0396974||||||
Toscana|648|03/12/2021|303379||7418|.04045853||294|-1.3422819|9892|286069|5070759|.20961821
aslCENTRO|648|03/12/2021|139924||3735|0|||||||
aslNO|648|03/12/2021|104753||2425|.0825423|||||||
aslSE|648|03/12/2021|58147||1161|.086206898|||||||
AR|649|04/12/2021|27238|80.85611724853516|566|0|2.0779793||||||
FI|649|04/12/2021|83755|84.94412994384766|2391|0|2.8547549||||||
GR|649|04/12/2021|12774|58.45207595825195|224|.44843048|1.753562||||||
LI|649|04/12/2021|22732|68.97054290771484|429|0|1.8872075||||||
LU|649|04/12/2021|30719|80.6959228515625|703|0|2.288486||||||
MS|649|04/12/2021|16006|84.31266021728516|547|0|3.4174685||||||
PI|649|04/12/2021|35555|85.38152313232422|746|0|2.0981579||||||
PO|649|04/12/2021|27592|107.7614669799805|655|0|2.3738766||||||
PT|649|04/12/2021|28848|99.19571685791016|690|.14513788|2.3918469||||||
SI|649|04/12/2021|18282|69.37455749511719|372|0|2.0347884||||||
Toscana|649|04/12/2021|304056||7420|.026961446||295|.34013605|10042|286594|5081255|.2069907
aslCENTRO|649|04/12/2021|140195||3736|.026773762|||||||
aslNO|649|04/12/2021|105012||2425|0|||||||
aslSE|649|04/12/2021|58294||1162|.086132646|||||||
AR|650|05/12/2021|27304|81.05204010009766|566|0|2.0729563||||||
FI|650|05/12/2021|83926|85.11756134033203|2391|0|2.8489385||||||
GR|650|05/12/2021|12864|58.8639030456543|224|0|1.7412935||||||
LI|650|05/12/2021|22788|69.14044952392578|429|0|1.8825698||||||
LU|650|05/12/2021|30792|80.88768768310547|704|.14224751|2.2863081||||||
MS|650|05/12/2021|16052|84.55496978759766|547|0|3.407675||||||
PI|650|05/12/2021|35606|85.50399017333984|748|.26809651|2.1007695||||||
PO|650|05/12/2021|27611|107.8356704711914|655|0|2.3722429||||||
PT|650|05/12/2021|28908|99.40203094482422|690|0|2.3868825||||||
SI|650|05/12/2021|18319|69.51496124267578|372|0|2.0306785||||||
Toscana|650|05/12/2021|304725||7423|.040431269||299|1.3559322|10515|286787|5090937|.19054347
aslCENTRO|650|05/12/2021|140445||3736|0|||||||
aslNO|650|05/12/2021|105238||2428|.12371134|||||||
aslSE|650|05/12/2021|58487||1162|0|||||||
AR|651|06/12/2021|27364|81.23014831542969|566|0|2.0684111||||||
FI|651|06/12/2021|84005|85.19768524169922|2392|.041823506|2.8474495||||||
GR|651|06/12/2021|12898|59.01948547363281|226|.89285713|1.7522097||||||
LI|651|06/12/2021|22865|69.37406921386719|429|0|1.87623||||||
LU|651|06/12/2021|30840|81.01377868652344|706|.28409091|2.2892349||||||
MS|651|06/12/2021|16119|84.90789794921875|547|0|3.3935108||||||
PI|651|06/12/2021|35669|85.65528106689453|749|.13368984|2.0998626||||||
PO|651|06/12/2021|27638|107.9411239624023|655|0|2.3699255||||||
PT|651|06/12/2021|28960|99.58084106445313|691|.14492753|2.3860497||||||
SI|651|06/12/2021|18356|69.65536499023438|372|0|2.0265853||||||
Toscana|651|06/12/2021|305269||7430|.094301492||300|.33444816|10551|287288|5096937|.1178565
aslCENTRO|651|06/12/2021|140603||3738|.053533189|||||||
aslNO|651|06/12/2021|105493||2431|.12355848|||||||
aslSE|651|06/12/2021|58618||1164|.17211704|||||||
AR|652|07/12/2021|27403|81.34591674804688|566|0|2.0654674||||||
FI|652|07/12/2021|84121|85.31533050537109|2393|.04180602|2.8447118||||||
GR|652|07/12/2021|12918|59.11100006103516|226|0|1.7494968||||||
LI|652|07/12/2021|22921|69.54397583007813|429|0|1.871646||||||
LU|652|07/12/2021|30893|81.15299987792969|706|0|2.2853074||||||
MS|652|07/12/2021|16138|85.00798034667969|547|0|3.3895154||||||
PI|652|07/12/2021|35737|85.81857299804688|749|0|2.0958669||||||
PO|652|07/12/2021|27666|108.0504760742188|655|0|2.367527||||||
PT|652|07/12/2021|29018|99.7802734375|692|.1447178|2.3847268||||||
SI|652|07/12/2021|18397|69.81095123291016|372|0|2.0220687||||||
Toscana|652|07/12/2021|305767||7432|.026917901||312|4|10677|287658|5105540|.16878764
aslCENTRO|652|07/12/2021|140805||3740|.053504549|||||||
aslNO|652|07/12/2021|105689||2431|0|||||||
aslSE|652|07/12/2021|58718||1164|0|||||||
AR|653|08/12/2021|27516|81.68135833740234|566|0|2.0569851||||||
FI|653|08/12/2021|84292|85.48875427246094|2393|0|2.8389409||||||
GR|653|08/12/2021|12975|59.371826171875|227|.44247788|1.7495183||||||
LI|653|08/12/2021|23034|69.88682556152344|430|.23310024|1.8668056||||||
LU|653|08/12/2021|30979|81.37891387939453|706|0|2.2789631||||||
MS|653|08/12/2021|16172|85.18708038330078|547|0|3.3823893||||||
PI|653|08/12/2021|35803|85.97706604003906|750|.13351135|2.0947964||||||
PO|653|08/12/2021|27696|108.1676406860352|655|0|2.3649623||||||
PT|653|08/12/2021|29076|99.97971343994141|692|0|2.3799698||||||
SI|653|08/12/2021|18460|70.05001068115234|374|.53763443|2.0260022||||||
Toscana|653|08/12/2021|306558||7437|.067276642||317|1.6025641|11007|288114|5117180|.22798763
aslCENTRO|653|08/12/2021|141064||3740|0|||||||
aslNO|653|08/12/2021|105988||2433|.082270667|||||||
aslSE|653|08/12/2021|58951||1167|.25773194|||||||
AR|654|09/12/2021|27571|81.84462738037109|566|0|2.0528817||||||
FI|654|09/12/2021|84454|85.65306091308594|2395|.083577096|2.8358634||||||
GR|654|09/12/2021|13031|59.62807464599609|227|0|1.7419999||||||
LI|654|09/12/2021|23107|70.10831451416016|431|.23255815|1.8652357||||||
LU|654|09/12/2021|31051|81.56805419921875|706|0|2.2736788||||||
MS|654|09/12/2021|16215|85.41358184814453|547|0|3.3734198||||||
PI|654|09/12/2021|35866|86.12835693359375|751|.13333334|2.093905||||||
PO|654|09/12/2021|27713|108.2340316772461|655|0|2.3635118||||||
PT|654|09/12/2021|29143|100.2100982666016|692|0|2.3744981||||||
SI|654|09/12/2021|18511|70.24354553222656|374|0|2.0204203||||||
Toscana|654|09/12/2021|307217||7441|.053785127||325|2.5236592|11278|288498|5125265|.15799718
aslCENTRO|654|09/12/2021|141310||3742|.053475935|||||||
aslNO|654|09/12/2021|106239||2435|.082203038|||||||
aslSE|654|09/12/2021|59113||1167|0|||||||
AR|655|10/12/2021|27648|82.07320404052734|566|0|2.0471644||||||
FI|655|10/12/2021|84737|85.94007873535156|2396|.041753653|2.8275723||||||
GR|655|10/12/2021|13069|59.80195617675781|230|1.3215859|1.7598898||||||
LI|655|10/12/2021|23190|70.36014556884766|431|0|1.8585597||||||
LU|655|10/12/2021|31115|81.73617553710938|708|.28328612|2.27543||||||
MS|655|10/12/2021|16253|85.61374664306641|547|0|3.3655324||||||
PI|655|10/12/2021|35953|86.33727264404297|751|0|2.0888381||||||
PO|655|10/12/2021|27758|108.409782409668|655|0|2.3596802||||||
PT|655|10/12/2021|29263|100.6227264404297|692|0|2.3647609||||||
SI|655|10/12/2021|18546|70.37635803222656|374|0|2.0166073||||||
Toscana|655|10/12/2021|308087||7447|.080634326||334|2.7692308|11744|288896|5135729|.20416506
aslCENTRO|655|10/12/2021|141758||3743|.026723677|||||||
aslNO|655|10/12/2021|106511||2437|.082135521|||||||
aslSE|655|10/12/2021|59263||1170|.25706941|||||||
AR|656|11/12/2021|27752|82.38192749023438|566|0|2.0394926||||||
FI|656|11/12/2021|84981|86.18753814697266|2397|.041736227|2.8206306||||||
GR|656|11/12/2021|13141|60.13142013549805|230|0|1.7502474||||||
LI|656|11/12/2021|23308|70.71816253662109|431|0|1.8491505||||||
LU|656|11/12/2021|31199|81.95683288574219|708|0|2.2693036||||||
